Brand,Country,Year,Monthly_Production_Tonnes,Avg_Item_Price_USD,Release_Cycles_Per_Year,Carbon_Emissions_tCO2e,Water_Usage_Million_Litres,Landfill_Waste_Tonnes,Avg_Worker_Wage_USD,Working_Hours_Per_Week,Child_Labor_Incidents,Return_Rate_Percent,Avg_Spend_Per_Customer_USD,Shopping_Frequency_Per_Year,Instagram_Mentions_Thousands,TikTok_Mentions_Thousands,Sentiment_Score,Social_Sentiment_Label,GDP_Contribution_Million_USD,Env_Cost_Index,Sustainability_Score,Transparency_Index,Compliance_Score,Ethical_Rating,Waste_per_Item,Carbon_per_Item,Water_Usage_per_Item
H&M,Indonesia,2023,422.92,24.17,22,15607.2,154.74,466.97,49.91,56,1,24.81,87.64,15,502,4759,-0.47,Positive,685.25,0.5,79.6,60.97,11.06,3.14,0.00110416,0.0369034,0.000365885
Zara,Brazil,2022,506.68,13.17,16,15931.38,230.39,800.33,130.15,48,0,22.78,137,13,8920,3526,-0.3,Positive,370.31,0.41,59.57,97.1,98.31,2.9,0.00157956,0.0314427,0.000454705
"Forever 21",Vietnam,2024,209.49,25.08,13,7154.13,143.47,975.75,72.79,62,0,27.81,100.82,7,9747,3663,0.07,Negative,288.1,0.78,76.31,66.44,24.58,4.33,0.00465774,0.0341502,0.000684854
H&M,India,2022,414.46,19.6,8,11347.5,151.07,855.76,190.93,65,0,28.45,123.82,4,7499,1958,0.46,Positive,397.67,0.14,1.12,45.81,13.18,3.32,0.00206476,0.027379,0.000364498
Shein,Bangladesh,2019,449.98,12.9,9,6986.99,207.61,726.73,158.84,47,1,38.55,90.34,19,1739,7027,0.72,Neutral,948.19,0.11,68.45,1.91,70.69,3.18,0.00161503,0.0155273,0.000461376
H&M,UK,2018,564.15,17.17,19,7747.96,230.86,437.34,181.85,66,3,25.3,146.37,3,3366,6973,-0.71,Neutral,628,0.26,86.27,39.28,0.44,1.37,0.000775219,0.0137339,0.000409217
H&M,UK,2024,694.01,22.11,28,11601.09,289.58,721.8,223.97,54,0,32.57,71.77,19,5245,5817,0.87,Negative,575.64,0.32,79.82,43.31,91.75,2.25,0.00104004,0.016716,0.000417256
Shein,Turkey,2024,466.2,28.33,25,9081.69,258.07,605.46,74.01,61,1,24.44,119.42,14,7725,144,0.98,Negative,520.33,0.5,63.41,12.67,73.3,1.35,0.00129871,0.0194802,0.000553561
"Forever 21",Brazil,2024,650.83,19.33,12,13056.99,192.39,1034.02,136.42,44,1,36.7,105.68,6,3707,2175,-0.8,Neutral,662.32,0.47,30.54,92.55,37.57,3.79,0.00158877,0.0200621,0.000295607
H&M,Turkey,2015,779.21,21.38,15,8919.22,102.18,699.82,161.6,47,0,30.21,119.64,11,826,5406,-0.07,Negative,452.09,0.84,50.78,49.58,93.04,4.45,0.000898115,0.0114465,0.000131133
H&M,Turkey,2023,396.41,24.84,24,12527.18,324.11,665.35,233.77,63,0,35.85,132.67,9,3784,7461,0.97,Negative,274.27,0.19,42.37,30.71,90.51,4.35,0.00167844,0.0316016,0.000817613
"Forever 21",Brazil,2023,472.47,19.43,14,10945.5,190.33,573.73,193.66,49,0,35.73,93.1,15,7220,5752,0.57,Neutral,614.69,0.62,11.52,41.78,26.31,0.36,0.00121432,0.0231666,0.00040284
H&M,Indonesia,2020,647.54,20.53,7,6802.95,98.98,778.52,230.28,60,3,20.43,119.64,16,8569,3441,0.39,Positive,607.32,1,32.39,51.41,87.97,1.78,0.00120227,0.0105058,0.000152855
Shein,Bangladesh,2020,635.82,1.2,28,10321.69,170.01,731.78,201.1,59,0,21.34,136.74,7,2260,3115,0.37,Positive,613.05,0.12,21.62,6.95,57.04,3.78,0.00115092,0.0162337,0.000267387
Uniqlo,Vietnam,2022,777.22,22.7,17,8126.57,270.76,670.83,89.51,51,1,31.24,117.5,3,5558,5365,0.1,Neutral,775.47,0.96,18.03,72.41,81.22,3.4,0.000863115,0.0104559,0.00034837
Zara,Vietnam,2023,683.08,30.07,23,9622.71,73.05,574.98,87.37,48,0,36.09,159.72,12,870,7090,-0.01,Neutral,441.62,0.19,75.44,27.61,44.36,0.44,0.000841746,0.0140872,0.000106942
Uniqlo,Germany,2015,640.96,16.44,8,4719.38,239.04,1095.27,-52.7,65,3,22.43,110.9,15,2297,3961,-0.04,Negative,898.87,0.83,75.89,26.58,15.11,3.5,0.0017088,0.00736299,0.000372941
"Forever 21",Germany,2019,541.87,19.2,20,8557.67,272,679.73,208.43,61,0,12.63,125.91,12,3144,5871,0.94,Neutral,537.53,0.12,78.58,32.14,3.75,4.59,0.00125442,0.0157928,0.000501965
H&M,Vietnam,2020,524.03,14.42,9,11376.69,278.72,535.39,266.01,57,1,22.55,138.54,3,3873,430,0.71,Neutral,569.31,0.72,76.81,83.6,12.27,4.11,0.00102168,0.02171,0.000531878
"Forever 21",Vietnam,2024,652.94,20.06,19,8528.16,183.03,575.82,64.76,67,0,17.56,120.57,18,6117,2702,0.78,Neutral,20.4,0.65,95.03,99.88,37.19,1.49,0.000881888,0.0130612,0.000280317
"Forever 21",UK,2020,681.98,22.66,18,9793.27,190.3,847.26,155.13,42,0,20.1,107.66,19,5909,4115,-0.56,Neutral,390.44,0.38,61.69,53.41,21.83,0.82,0.00124235,0.0143601,0.00027904
"Forever 21",Bangladesh,2018,502.31,11.99,25,12564.7,164.3,864.73,125.88,48,0,29.6,136.09,14,7931,6987,0.77,Neutral,165.77,0.14,16.81,11.75,17.97,4.85,0.00172151,0.0250138,0.000327089
Shein,China,2015,271.17,32.36,12,9100.92,154.19,876.69,100.45,67,1,17.68,191.65,13,4912,7314,0.3,Negative,788.72,0.22,51.86,76.81,16.43,3.77,0.00323299,0.0335617,0.00056861
H&M,USA,2023,574.37,17.64,15,8168.31,176.68,281.07,145.35,60,1,31.26,164.87,15,3106,4044,0.54,Neutral,755.69,0.63,31.05,99.44,3.83,0.81,0.000489354,0.0142213,0.000307607
H&M,Germany,2022,550.9,23.05,17,11293.26,239.11,705.1,83,40,1,12.54,120.8,13,1872,4316,-0.5,Neutral,636.98,0.49,63.41,25.7,5.22,0.05,0.00127991,0.0204997,0.000434035
"Forever 21",India,2015,457.61,17.89,21,8886.13,134.66,659.31,99.3,56,2,36.12,126.61,14,6572,6046,0.69,Positive,706.48,0.7,73.28,58.74,44.96,3.8,0.00144077,0.0194186,0.000294268
H&M,Bangladesh,2015,529.85,17.52,9,7853.06,257.45,984.24,88.8,68,1,31.78,105.43,4,6456,3792,0.51,Positive,373.31,0.38,92.21,65.67,43.64,3.95,0.00185758,0.0148213,0.000485892
Zara,Turkey,2021,413.83,24.36,13,9827.35,165.59,922.53,183.96,53,3,35.31,106.7,12,7683,7874,0.77,Positive,447.37,0.7,98.2,6.3,90.3,4.07,0.00222925,0.0237473,0.00040014
Uniqlo,Turkey,2021,591.39,18.34,18,11142.27,292.74,817.46,98.13,67,1,28.79,136.15,15,9476,6225,0.98,Positive,670.19,0.64,78.56,72.66,70.15,3.58,0.00138227,0.0188408,0.000495003
Zara,UK,2024,277.83,6.93,13,7959.36,174.6,872.52,115.53,43,0,10,102.3,3,8167,3954,0.12,Neutral,566.21,0.46,67.47,5.56,12.39,2.5,0.00314048,0.0286483,0.000628442
H&M,USA,2023,311.14,14.97,8,18203.73,147.63,912.77,196.7,50,2,31.05,143.23,17,3144,425,-0.98,Negative,641.79,0.93,60.33,20.32,91.96,4.57,0.00293363,0.0585066,0.000474481
H&M,Bangladesh,2020,550.67,21.79,28,7141.93,167.83,856.81,126.2,56,0,35.7,134.59,19,3843,7209,0.37,Negative,1005.68,0.5,37.93,77.17,51.79,3.52,0.00155594,0.0129695,0.000304774
Uniqlo,India,2015,373.94,17.01,26,7921.19,280.43,631.95,130.06,61,1,11.48,146.49,6,3417,2486,-0.82,Positive,603.31,0.73,36.01,4.55,15.78,0.69,0.00168998,0.0211831,0.000749933
Zara,India,2017,632.04,20.99,26,13109.15,192.27,746.38,127.87,49,0,30.38,110.57,13,9460,5021,-0.2,Neutral,684.52,0.13,69.53,80.75,66.36,0.76,0.00118091,0.020741,0.000304205
H&M,UK,2022,525.12,15.44,27,14302.53,95.63,639.96,122.37,46,0,11.02,146.91,4,729,7457,-0.94,Neutral,598.16,0.97,98.63,54.94,7.07,2.7,0.00121869,0.0272367,0.000182111
Shein,Turkey,2022,547.96,23.48,6,10483.35,292.23,775.26,187.16,41,2,37.83,104.03,18,9964,7218,0.25,Neutral,624.25,0.17,83.67,17.45,7.08,2,0.00141481,0.0191316,0.000533305
H&M,UK,2022,665.8,21.2,17,7945.56,194.34,882.47,228.81,50,1,38.73,148.59,4,5866,5459,0.29,Neutral,361.81,0.51,79.23,2.41,61.04,3.65,0.00132543,0.0119339,0.000291889
H&M,Germany,2024,443.69,18.72,13,13529.35,120.11,960.92,191.43,62,1,16.79,121.41,7,3756,5284,0.86,Positive,439.58,0.49,33.14,97.72,86.34,1.62,0.00216575,0.0304928,0.000270707
Uniqlo,Turkey,2016,141.34,14.9,24,9550.87,101.99,841.34,169.4,69,1,32.93,175.44,4,2656,2189,0.25,Positive,738.11,0.61,61.21,54.93,27.3,1.22,0.0059526,0.0675737,0.000721593
H&M,Vietnam,2015,321.66,22.21,16,11116.5,234.32,598.57,236.18,67,0,13.39,174.02,4,7559,4719,-0.41,Positive,367.55,0.48,18.6,11.11,72.28,1.34,0.00186088,0.0345598,0.000728471
Uniqlo,Indonesia,2020,492.27,15.95,15,12013.81,244.76,674.49,47.33,69,0,20.03,73.59,13,7350,1766,-0.59,Positive,520.32,0.82,63.16,31.78,23.22,4.39,0.00137016,0.0244049,0.000497207
Zara,UK,2021,427.51,23,15,11393.1,273.46,838.43,106.1,51,1,24.21,114.01,19,8875,3650,0.47,Negative,512.57,0.72,42.33,92.33,7.29,4.02,0.00196119,0.0266499,0.000639658
Shein,Vietnam,2024,400.11,14.61,7,9448.51,156.99,725.5,97.68,40,1,34.09,73.47,7,5463,7191,-0.79,Negative,782.37,0.17,34.76,61.48,83.75,0.92,0.00181325,0.0236148,0.000392367
H&M,Brazil,2017,215.81,13.39,28,7081.52,197.75,913.95,133.79,58,1,34.69,126.32,11,7594,1258,-0.53,Positive,628.37,0.95,58.88,31.12,44.97,4.03,0.00423498,0.0328137,0.000916315
Shein,India,2023,424.67,15.9,16,13081.18,161.13,872.49,124.51,47,5,17.94,132.38,11,8301,5742,-0.74,Positive,966.13,0.1,67.79,54.99,33.1,0.84,0.00205451,0.0308032,0.000379424
"Forever 21",UK,2019,359.64,19.61,29,9771.28,289.81,677.78,137.96,56,1,16.89,104.16,13,5023,6517,0.54,Negative,307.08,0.91,33.37,99.2,10.28,0.26,0.00188461,0.0271696,0.000805834
H&M,USA,2015,668.51,23.38,12,6748.59,271.02,910.64,154.34,62,2,32.9,125.62,14,7277,5059,0.58,Negative,445.87,0.68,56.98,16.76,83.78,4.8,0.00136219,0.010095,0.000405409
"Forever 21",Bangladesh,2019,513.25,20.54,14,6920.94,295.37,856.78,149.65,43,2,27.94,100.25,16,198,2338,-0.15,Positive,729.13,0.47,98.84,46.98,25.64,4.46,0.00166932,0.0134845,0.00057549
H&M,China,2020,879.56,18.86,24,6626.51,133.9,745.55,58.72,51,0,25.15,143.24,12,2041,7007,-0.37,Positive,797.28,0.72,21.55,41.97,18.82,0.04,0.00084764,0.00753389,0.000152235
Uniqlo,USA,2023,490.23,22.24,26,10776.66,136.05,918.97,119.34,69,2,11.47,147.21,9,8517,6616,-0.6,Positive,603.35,0.98,35,84.59,94.54,4.32,0.00187457,0.0219829,0.000277523
Zara,India,2015,529.04,17.21,10,12769.13,224.37,637.17,91.74,46,1,24.5,116.56,13,2655,6085,-0.9,Positive,793.29,0.65,15.27,83.06,35.54,1.41,0.00120439,0.0241364,0.000424108
Uniqlo,USA,2021,253.52,13.47,22,12868.95,288.78,753.03,130.03,41,1,32.67,136.98,10,3389,2660,0.88,Neutral,487.98,0.7,87.13,82.75,36.01,3,0.0029703,0.0507611,0.00113908
Uniqlo,Indonesia,2022,518.75,13.95,7,15928.52,337.78,519.17,199.26,57,1,11.31,111.95,14,3253,1058,-0.8,Positive,571.33,0.2,57.31,78.1,36.67,4.89,0.00100081,0.0307056,0.000651142
Shein,Brazil,2015,327.9,18.92,11,9531.96,275.43,491.74,181.01,50,1,11.89,111.68,6,7154,6109,-0.34,Positive,491.34,0.26,24.45,83.28,61.44,4.57,0.00149966,0.0290697,0.000839982
"Forever 21",USA,2015,433.14,18.42,6,6560.45,58.27,767.94,222.7,51,1,14.49,114.72,16,1254,1678,-0.66,Negative,193.18,0.79,99.01,77.78,29.59,1.22,0.00177296,0.0151463,0.000134529
Zara,India,2024,431.7,18.23,9,9144.94,295.29,675.28,119.89,57,2,22.92,117.92,17,5450,583,-0.23,Positive,363.97,0.11,45.78,2.53,57.03,2.53,0.00156423,0.0211836,0.000684017
Shein,UK,2023,541.95,25.81,7,8291.95,235.5,628.45,130.76,62,1,28.8,121.46,13,7246,3608,-0.39,Positive,765.59,0.7,70.54,93.7,22.48,2.34,0.00115961,0.0153002,0.000434542
"Forever 21",Indonesia,2024,460.54,19.22,15,10175.83,126.33,736.02,219.54,60,0,36.17,144.87,17,6070,812,-0.19,Neutral,556.59,0.11,59.17,1.27,0.12,3.08,0.00159817,0.0220954,0.000274308
Shein,Turkey,2024,423.02,17.41,14,12211.52,86.78,470.69,73.59,52,2,12.68,115.91,8,4545,2379,-0.8,Positive,344.34,0.65,67.99,64.29,86.11,2.43,0.00111269,0.0288675,0.000205144
"Forever 21",Turkey,2016,438.27,16.43,25,11909.66,339.36,1012.36,220.7,50,0,32.68,80,3,6911,1471,0.56,Positive,147.28,0.75,5.95,58.15,13.02,4.84,0.0023099,0.0271743,0.000774317
Zara,Turkey,2018,491.16,20.24,24,6249.24,200.83,643.43,137.25,63,1,34.06,124.92,5,6486,1169,0.27,Neutral,553.06,0.72,53.38,66.7,23.37,2.45,0.00131002,0.0127234,0.000408889
"Forever 21",Bangladesh,2022,382.75,18.96,23,8297.66,308.09,1204.43,241.56,63,1,21.55,111.27,19,3780,1861,0.73,Positive,309.92,0.9,27,3.5,26.11,1.39,0.00314678,0.0216791,0.000804938
Shein,Vietnam,2019,538.12,23.49,27,10864.97,273.87,876.24,182.26,61,2,19.29,99.22,3,5164,4950,0.48,Negative,245.25,0.54,2.89,6.42,53.79,3.59,0.00162834,0.0201906,0.000508939
Zara,Indonesia,2023,605.29,15.5,29,14545.95,167.49,1134.85,104.95,47,0,11.56,143.4,15,5667,7537,0.83,Negative,280.48,0.46,17.98,28.51,45.51,1.45,0.00187489,0.0240314,0.00027671
"Forever 21",UK,2024,615.98,15.64,18,5044.75,202.06,1112.36,114.8,46,2,20.4,134.87,12,5851,6018,-0.56,Neutral,628.88,0.64,55.86,38,86.33,3.3,0.00180584,0.0081898,0.00032803
Uniqlo,Brazil,2021,389.52,22.33,13,7457.12,249.12,984.39,192.57,46,1,21.21,130.82,16,8591,3748,-0.54,Negative,711.9,0.99,55.99,69.56,11.84,1.25,0.00252719,0.0191444,0.000639556
Uniqlo,Indonesia,2022,453.43,14.91,24,8423.51,218.77,919.13,119.6,50,0,33.92,60.7,8,1265,5048,0.32,Negative,400.96,0.6,12.21,11.27,7.23,3.72,0.00202706,0.0185773,0.000482478
Zara,UK,2019,461.12,20.62,14,10024.07,169.38,684.69,167.82,56,1,16.53,152.86,4,1445,5741,0.14,Positive,205.4,0.76,95.09,8.35,0.56,0.15,0.00148484,0.0217385,0.000367323
"Forever 21",USA,2022,728.69,21.84,22,9170.99,226.02,843.13,132.37,45,0,13.32,133.6,5,4826,2422,0.31,Positive,585.8,0.85,37.33,87.46,21.33,1.63,0.00115705,0.0125856,0.000310173
Uniqlo,China,2019,553.84,14.8,10,14126.38,235.73,1230.22,188.51,40,0,14.85,129.85,5,5504,4167,-0.25,Neutral,745.06,0.52,41.94,17.83,92.44,3.81,0.00222126,0.0255062,0.000425628
Shein,Turkey,2021,800.78,18.96,20,9854.91,187.34,1021.96,204.44,66,1,18.78,134.68,7,4970,3070,0.9,Neutral,390.73,0.84,48.11,67.4,43.5,2.79,0.00127621,0.0123066,0.000233947
Uniqlo,USA,2023,522.25,18.33,10,8191.6,228.08,976.77,160.35,66,1,18.62,70.88,19,9608,7412,-0.8,Negative,649.76,0.81,96.14,42.7,51.27,0.73,0.00187031,0.0156852,0.000436726
Uniqlo,Bangladesh,2023,329.07,20.82,25,7419.1,173.27,889.68,215.43,65,0,15.21,84.2,14,8358,5325,0.84,Positive,133.37,0.46,19.23,27.07,85.4,2.86,0.00270362,0.0225457,0.000526545
"Forever 21",Germany,2019,324.6,19.25,21,11751.93,203.28,785,89.63,51,1,22.32,122.31,8,1481,5952,-0.42,Neutral,711.14,0.21,65.37,85.1,93.16,4.86,0.00241836,0.0362043,0.000626248
Zara,Vietnam,2021,429.07,21.84,29,8017.81,269.17,865.34,88.21,62,1,26.7,198.05,14,4596,4800,-0.39,Negative,761.94,0.37,50.16,86.66,79.47,4.81,0.00201678,0.0186865,0.000627334
H&M,Vietnam,2021,476.63,18.56,14,10724.66,193.96,928.67,207.05,49,1,24.61,67.13,3,5599,564,0.77,Positive,146.78,0.11,88.63,27.15,3.9,4.24,0.00194841,0.022501,0.00040694
Uniqlo,USA,2016,540.88,25.15,29,11155.41,281.97,556.49,209.24,55,2,35.49,46.71,13,649,4791,0.01,Negative,499.23,0.88,21.35,42.64,93.95,2.14,0.00102886,0.0206246,0.000521317
H&M,USA,2023,373.84,9.98,25,8893.77,152.63,999.61,158.5,62,1,29.74,133.8,14,1067,1454,0.8,Negative,845.06,0.73,79.71,68.17,20.66,0.55,0.0026739,0.0237903,0.000408276
Uniqlo,Indonesia,2016,578.99,24.44,18,13484.51,188.91,498.85,192,66,0,13.6,135.31,8,9676,3745,0.95,Positive,830.79,0.14,18.06,64.75,13.64,2.95,0.000861587,0.0232897,0.000326275
Uniqlo,Vietnam,2024,566.06,20.32,12,10060.05,103.65,736.43,157.58,64,0,18.8,117.2,17,6153,7624,0.89,Negative,356.12,0.11,46.41,2.47,90.87,2.59,0.00130098,0.0177721,0.000183108
H&M,Turkey,2015,588.66,19.22,29,18046.28,160.37,1055.04,175.51,59,1,30.67,108.99,17,5251,2278,0.69,Neutral,421.92,0.47,3.62,32.14,76.36,4.8,0.00179227,0.0306565,0.000272432
Uniqlo,UK,2023,359.39,15.86,10,13126.57,214,824.3,165.7,57,0,22.98,135.43,3,228,4401,-0.16,Neutral,434.56,0.19,4.24,67.39,53.73,2.22,0.00229361,0.0365246,0.000595453
Shein,Turkey,2023,662.97,22.23,28,11272.91,202.32,557.71,122.45,51,1,26.82,120.44,10,3038,2676,0.16,Neutral,577.23,0.14,58.68,27.46,3.25,4.1,0.00084123,0.0170036,0.000305172
"Forever 21",Brazil,2023,630.23,16.72,18,13668.14,99.88,1026.59,253.02,67,1,25.89,111.41,17,6277,1075,0.31,Negative,399.72,0.86,94.45,27.29,16.97,2.42,0.00162891,0.0216875,0.000158482
Uniqlo,China,2023,349.88,23.7,19,10600.1,195.98,635.66,231.18,67,0,39.27,128.49,4,7184,4313,0.95,Negative,566.21,0.15,35.21,42.86,82.42,3.83,0.00181679,0.0302964,0.000560135
"Forever 21",USA,2019,656.7,10.04,6,12343.53,187.08,828.22,73.75,42,0,24.38,134.5,16,8186,3732,0.86,Neutral,830.5,0.23,69.23,91.14,50.16,1.81,0.00126118,0.0187963,0.000284879
"Forever 21",UK,2017,526.72,19.2,29,7165.27,238.75,596.87,176.91,69,0,17.9,149.93,15,7651,156,-0.87,Neutral,735.79,0.96,28.18,38.2,9.16,0.56,0.00113318,0.0136036,0.000453277
H&M,Bangladesh,2024,512.87,20.22,28,11638.4,213.33,685.1,195.54,56,0,17.24,123.55,10,8298,1636,-0.8,Neutral,273.62,0.39,5.13,39.57,18.86,2.81,0.00133582,0.0226927,0.000415953
"Forever 21",Indonesia,2015,547.78,29.56,16,11565.42,246.22,664.54,196.55,61,1,18.92,92.99,11,1876,7371,0.86,Negative,486.96,0.4,6.71,42.16,39.43,4.93,0.00121315,0.0211133,0.000449487
"Forever 21",Germany,2023,233.87,16.85,11,10362.37,155,1031,159.68,59,1,32.28,151.24,8,5271,1447,0.68,Positive,134.28,0.23,85.53,67.51,17.02,0.95,0.00440843,0.0443082,0.000662761
H&M,Turkey,2019,210.88,18.06,24,6869.98,247.05,905.38,66.75,49,0,18.11,117.39,4,2689,7226,-0.59,Neutral,383.38,0.49,64.66,27.19,38.41,3.67,0.00429334,0.0325777,0.00117152
Shein,Indonesia,2020,507.22,23.6,19,11366.94,152.41,983.13,209.32,61,1,18.18,60.16,13,3698,3853,-0.91,Positive,516.54,0.95,12.87,3.44,41.44,0.97,0.00193827,0.0224103,0.000300481
Uniqlo,USA,2016,412.55,15.66,11,9467.93,211.61,606.41,124.41,63,1,37.97,88.42,8,3166,5158,-0.87,Positive,559.77,0.66,23.53,55.75,95.69,4.4,0.00146991,0.0229498,0.000512932
"Forever 21",Vietnam,2018,259.18,16.32,27,11965.67,195.11,892.98,204.48,53,0,16.6,98.83,8,212,3822,-0.53,Neutral,447.88,0.34,70.4,17.72,46.43,0.1,0.0034454,0.0461674,0.000752797
Shein,Turkey,2022,562.8,15.8,26,11476.01,132.14,607.57,150.01,41,0,23.12,146.95,12,5004,5116,0.14,Positive,727.39,0.5,65.91,5.06,49.33,1.48,0.00107955,0.0203909,0.00023479
Shein,Bangladesh,2017,534.27,19.57,20,13366.21,279.57,586.75,109.04,48,0,19.25,140.17,5,7536,3140,-0.41,Neutral,868.66,0.28,36.41,66.7,44.71,4.67,0.00109823,0.0250177,0.000523275
"Forever 21",UK,2015,558.21,15.94,10,6881.89,147.9,493.4,86.82,41,0,36.88,158.23,10,3347,3550,0.18,Positive,663.19,0.58,78.59,55.59,85.71,1.16,0.000883897,0.0123285,0.000264954
Zara,Brazil,2022,424.66,22.4,11,13867.4,239.38,704.1,231.47,51,0,36.17,131.22,4,4546,4744,-0.19,Negative,640.39,0.6,93.8,72.4,55.1,3.85,0.00165803,0.0326553,0.000563698
Zara,Brazil,2021,709.06,16.1,17,8538.5,66.94,631.58,86.64,54,2,38.54,156.33,3,6552,311,-0.86,Neutral,615.57,0.75,51.11,70.22,47.68,1.56,0.000890729,0.012042,0.0000944067
Zara,China,2022,649.02,15.37,9,7583.62,289.41,694.71,169.96,65,0,19.86,125.49,16,6596,1886,-0.33,Negative,129.25,0.8,85.54,43.56,37.82,3.74,0.0010704,0.0116847,0.000445918
Zara,Brazil,2020,527.27,21.47,13,9230.72,253.14,1042,163.92,60,1,17.61,191.82,9,7849,7848,0.09,Positive,475.36,0.57,29.2,59.48,2.75,0.32,0.00197622,0.0175066,0.000480096
"Forever 21",India,2018,367.53,25.8,29,12748.81,349.16,707.92,179.83,67,1,39.99,74.18,3,3847,1155,-0.14,Negative,199.29,0.88,69.47,0.81,61.67,0.47,0.00192616,0.0346878,0.000950018
"Forever 21",Germany,2019,794.53,21.68,27,12056.72,199.77,1191.68,116.16,48,1,21.28,163.02,4,4044,2092,-0.89,Negative,322.67,0.21,93,55.18,79.63,1.66,0.00149986,0.0151747,0.000251432
Zara,Turkey,2017,478.82,32.96,24,8648.74,175.59,808.79,77.05,66,2,18.1,75.69,8,2323,2619,0.34,Negative,397.94,0.73,12.23,87.43,5.96,1.59,0.00168913,0.0180626,0.000366714
Uniqlo,China,2021,496.52,20.73,15,9099.71,259.95,515.18,114.4,65,2,36.67,140.54,7,1171,1672,0.88,Negative,284.61,0.91,34.81,11.15,70.42,3.64,0.00103758,0.018327,0.000523544
Zara,Indonesia,2020,543.24,14.74,24,10096.79,146.37,763.48,122.27,61,0,24.52,97.34,8,2222,3869,-0.71,Neutral,334.99,0.13,93.35,52.67,53.78,3.9,0.00140542,0.0185862,0.000269439
"Forever 21",Bangladesh,2015,471.03,10.11,11,7276.39,227.08,738.79,131.02,57,1,22.16,129.42,5,231,1166,-0.9,Positive,364.88,0.95,18.67,19.84,47.25,2.46,0.00156846,0.0154478,0.000482092
"Forever 21",Vietnam,2024,726.25,15,7,12083.35,179.4,1007.92,107.4,57,0,24.68,105.67,19,4216,4461,-0.5,Neutral,560.43,0.2,14.09,85.36,58.87,4.37,0.00138784,0.016638,0.000247022
H&M,Vietnam,2022,596.76,25.37,29,13764.23,275.09,891.44,181.58,49,0,16.66,99.03,8,7059,3136,0.11,Negative,561.5,0.68,61.29,71.92,64.28,2.6,0.0014938,0.0230649,0.000460973
H&M,Vietnam,2021,420.71,29.51,10,11169.84,204.49,550.69,68.45,55,0,35.59,101.79,6,9521,3355,-0.06,Negative,393.76,0.89,44.38,28.49,89.6,4.31,0.00130895,0.02655,0.000486059
H&M,UK,2023,461.19,17.51,17,7129.37,217.85,689.49,157.61,58,0,38.24,125.93,15,8936,3683,-0.64,Neutral,540.18,0.62,98.38,29.1,79.44,2.45,0.00149502,0.0154586,0.000472365
Uniqlo,Germany,2015,564.32,14.59,11,8344.26,264.26,1080.48,119.63,50,2,24.24,124.43,11,1042,6809,0.87,Positive,307.57,0.1,89.42,31.1,31.15,1.14,0.00191466,0.0147864,0.00046828
Zara,Turkey,2018,342.96,16.66,25,8316.85,184.95,1129.07,138.24,55,1,25.32,77.94,16,5857,3423,-0.58,Negative,416.8,0.41,31.81,95.65,78.91,3.62,0.00329213,0.0242502,0.000539276
Shein,Vietnam,2021,446.3,21.74,7,13444.77,237.87,1182.75,176.32,46,0,19.57,94.07,4,2003,7699,-0.5,Negative,638.56,0.31,19.28,57.48,32.81,4.1,0.00265012,0.030125,0.000532982
H&M,Vietnam,2020,477.55,13.32,6,7944.44,198.3,625.75,148.96,47,0,31.24,139.57,12,4454,701,-0.52,Negative,33.82,0.34,33.81,10.74,69.72,1.04,0.00131033,0.0166358,0.000415244
H&M,USA,2019,370.89,14.82,19,7447.65,156.27,703.66,162.13,40,1,35.12,128.59,15,4821,5421,0.16,Negative,310.6,0.92,80.85,89.47,1.16,4.83,0.00189722,0.0200805,0.000421338
"Forever 21",Germany,2023,714.03,19.37,19,8182.96,94.1,448.85,160.8,55,0,19.38,129.92,6,8528,7235,-0.76,Positive,258.15,0.26,24.72,97.37,39.72,2.99,0.000628615,0.0114602,0.000131787
"Forever 21",China,2018,491.02,11.89,19,18345.62,247.72,652.13,242.62,62,3,13.84,65.91,9,1194,2993,0.66,Neutral,519.76,0.21,13.55,82.22,92.19,3.95,0.00132811,0.0373623,0.000504501
Uniqlo,China,2015,441.6,13.42,28,12060.48,176.1,301.52,182.99,50,3,19.94,109.79,14,9443,1772,-0.36,Neutral,500.06,0.61,51.78,65.45,52.75,1.15,0.00068279,0.0273109,0.000398777
Uniqlo,Bangladesh,2017,364.63,15.14,8,1080.08,124.06,650.38,164.58,44,1,23.68,72.04,18,5939,466,-0.9,Negative,422.51,0.43,27.3,38.61,16.01,0.49,0.00178367,0.00296213,0.000340235
Uniqlo,Germany,2017,769.57,20.86,13,16035.95,364.71,750.33,155.26,40,1,27.41,117.96,7,4105,5557,-0.33,Neutral,699.94,0.44,93.41,21.3,10.37,1.72,0.000974999,0.0208375,0.000473914
H&M,Vietnam,2024,605.39,26.85,11,4744.73,267.73,810.17,160.5,58,0,28.59,133.52,15,9886,6422,-0.44,Neutral,453.75,0.18,21.09,23.87,91.76,0.39,0.00133826,0.00783748,0.000442244
"Forever 21",Bangladesh,2023,665.82,7.62,22,11377.87,247.63,721.81,159.89,69,0,22.06,80.04,13,9591,6858,0.95,Positive,761.59,0.63,44.6,22.28,65.34,3.43,0.00108409,0.0170885,0.000371917
